N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Recommended_Crop
52,75,101,5.66,31.55,0.23,0.56,38.55,62.99,2930.07,6.81,19.22,1777,317.39,Rice
37,38,94,6.82,58.22,1.07,2.99,10.52,75.83,1382.48,7.59,11.44,2415,284.76,Wheat
76,75,96,7.8,54.21,0.7,1.21,28.86,49.04,1803.22,4.34,16.65,1159,267.08,Rice
115,43,20,5.95,30.54,0.8,1.54,23.61,82.61,1605.68,11.69,9.15,601,63.96,Rice
67,36,75,5.89,27.49,1.25,0.13,33.32,62.94,2266.3,4.82,9.28,2323,183.87,Rice
61,69,93,6.37,16.2,0.88,1.82,12.63,48.55,2010.06,11.75,4.2,1740,68.41,Wheat
46,48,33,7.08,11.76,1.48,1.04,30.47,32.29,1159.48,9.66,7.84,2391,285.7,Cotton
93,53,98,7.51,24.87,1.24,1.64,28.45,30.79,1656.12,11.54,4.51,2319,84.94,Rice
129,45,46,5.81,57.01,1.15,1.63,35.61,51.2,2512.9,4.42,18.34,660,72.51,Rice
51,28,95,6.85,57.93,0.97,2.91,25.56,42.94,1973.68,7.58,7.24,1659,274.69,Rice
45,54,33,6.06,50.63,0.74,0.88,31.85,33.16,2872.85,11.62,8.59,499,317.33,Rice
44,30,24,7.37,27.54,0.27,1.75,23.13,63.17,2311.04,9.17,3.55,758,57.22,Rice
94,32,21,5.16,17.18,0.22,1.21,39.52,89.33,1558.53,8.37,19.85,1109,176.21,Rice
42,36,119,5.53,39.78,0.26,1.32,26.78,55.34,2459.63,9.37,11.86,1620,230.66,Rice
76,81,104,6.2,42.33,1.45,0.26,32.61,63.13,1438.13,5.49,11.92,1738,183.5,Cotton
145,28,116,8.06,31.23,0.62,2.1,12.79,43.19,796.93,9.97,3.76,2324,278.08,Wheat
106,50,73,6.79,44.58,1.11,0.67,23.88,42.29,1963.19,6.21,13.91,1707,51.68,Rice
50,35,40,8.36,47.33,0.97,1.46,11.93,49.7,1190.9,6.25,13.94,1104,239.32,Wheat
83,37,62,4.91,49.15,0.94,1.36,13.65,80.1,269.62,8.78,18.18,2436,192.77,Cotton
52,73,103,6.34,35.11,0.95,1.46,25.18,87.63,799.41,4.17,6.39,394,309.97,Millet
21,77,114,6.18,49.58,0.59,1.19,20.57,74.38,667.82,4.43,17.53,69,74.09,Cotton
37,89,93,6.9,11.27,1.35,0.8,23.79,31.23,2425.62,4.13,9.43,1928,98.25,Rice
103,60,81,7.75,44.02,1.39,1.4,24.88,56.3,2234.8,10.13,5.28,763,84.86,Rice
54,83,53,7.87,21.78,1.04,0.23,14.79,55.24,1920.67,4.22,13.55,422,139.49,Wheat
133,57,39,7.18,23.53,1.32,0.8,20.97,86.11,2816.13,4.77,1.62,2181,248.83,Rice
129,19,44,7.07,14.57,0.28,2.38,35.82,74.73,698.71,8.85,17.3,5,92.99,Millet
107,82,30,8.3,19.62,0.33,2.54,35.7,72.86,656.95,7.8,2.24,2202,156.87,Millet
91,48,113,6.03,59.6,0.93,2.17,24.72,63.89,2745.43,6.93,8.58,1038,216.03,Rice
144,28,72,7.83,30.77,1.3,1.93,32.47,68.75,2011.29,6.85,3.72,1111,104.25,Rice
49,73,101,8.19,56.39,0.61,2.45,32.61,71.92,1761.28,10.88,9.94,1249,305.9,Rice
72,28,112,6.47,18.14,0.91,0.47,11.32,63.15,2271.7,4.62,19.19,1880,77.48,Wheat
157,85,26,7.42,20.2,0.21,1.62,28.33,80.69,988.68,11.41,3.71,66,110.61,Potato
106,71,21,6.01,37.89,1.48,0.44,34.14,32.21,1865.68,5.89,3.04,331,321.67,Rice
158,22,27,5.14,27.48,1.2,2.36,27.82,86.48,1395.32,7.9,4.76,1810,249.06,Sugarcane
32,34,101,6.85,42.2,0.67,1.61,26.25,76.42,1059.52,11.66,18.83,344,247.86,Potato
59,51,69,5.29,31.1,1.48,2.45,25.94,61.74,2653.67,9.11,6.34,2490,296.27,Rice
108,48,76,6.33,50.58,0.32,2.42,25.24,81.62,649.85,6.01,12.53,751,219,Millet
87,39,24,7.99,31.58,0.8,1.45,33.35,79.68,250.08,11.86,6.48,2062,301.75,Millet
61,14,25,4.84,38.62,0.28,1.54,29.27,55.16,1205.49,10.52,14.67,949,321,Wheat
113,27,31,4.62,26.05,0.64,0.18,16.47,80.39,755.53,6.51,12.99,172,345.17,Sugarcane
38,30,104,6.93,45.2,0.49,1.62,23,41.3,2470.88,8.79,19.23,1999,333.46,Rice
42,59,72,5.82,42.74,0.61,2.06,25.86,58.15,554.58,8.45,7.25,2494,263.13,Millet
73,15,40,6.17,29.85,1.43,0.78,22.57,43.94,2824.97,8.93,6.94,733,93.87,Rice
84,59,10,6.12,23.8,0.76,2.96,17.13,37.46,669.11,4.98,15.8,1736,251.3,Wheat
159,89,84,4.85,40.71,0.62,2.93,13.74,83.68,2689.92,9.16,4.01,1162,92.9,Sugarcane
43,75,15,4.51,57.16,1.03,0.92,13.52,52.02,671.46,5.71,14.83,1304,133.1,Wheat
53,10,96,8.09,16.63,1.09,2.17,18.89,71.06,334.23,6.55,15.67,1060,65.41,Wheat
72,66,18,5.37,49.96,1.48,0.19,22.08,52.51,1565.97,8.36,17.31,2449,174.25,Rice
155,39,61,6.2,37.15,0.91,2.03,30.49,62.65,1197.83,5.7,14.11,950,275.88,Sugarcane
37,67,89,8.39,36.28,1.18,1.91,39.55,50.88,1873.94,11.14,4.17,395,104.1,Rice
76,61,71,7.81,58.08,0.7,2.48,36.92,74.56,1994.02,7.34,7.38,2433,108.14,Rice
131,46,67,4.93,40.29,0.42,0.98,34.41,77.19,2816.26,5.32,2.06,2176,244.83,Rice
24,57,111,6.53,51.53,0.76,2.65,34.41,55.83,2867.61,4.49,15.3,272,131.97,Rice
32,10,117,7.42,35.72,0.74,2.59,27.88,81.58,1585.93,10.25,14.13,1303,178.93,Rice
102,28,28,7.29,22.49,0.75,2.04,17.58,51.32,784.27,10.63,10.78,2212,136.04,Wheat
48,55,118,7.54,44.72,1.1,1.47,24.16,75.75,892.35,4.64,19.59,2204,175.47,Pulses
22,76,22,6.33,56.16,0.73,1.89,14.28,69,479.15,8.34,7.08,1235,147.89,Wheat
109,11,41,5.2,52.06,1.44,2.22,26.99,57.36,983.64,9.23,17.92,1074,329.78,Pulses
123,65,109,6.36,19.92,1.48,2.93,10.69,83.34,2751.88,11.27,4.45,941,179.03,Wheat
142,26,18,7.09,25.84,0.88,0.45,15.68,64.34,1220.89,4.39,19.15,1270,334.32,Wheat
95,88,119,6.93,35.84,0.93,1.01,31.37,80.41,1962.66,6.78,6.49,559,181.47,Rice
149,31,119,4.78,38.58,0.73,2.36,18.31,74,2947.48,4.96,16.32,1048,107.09,Sugarcane
127,36,58,4.76,19.69,0.66,1.29,22.6,61.95,498.86,7.43,3.13,1296,332.81,Rice
101,64,46,8.36,21.5,1.48,2.05,34.96,49.59,2371.06,6.98,8.77,2262,144.58,Rice
96,41,40,5.11,47.94,0.25,0.49,11.34,87.07,2159.13,8.76,19.35,2327,181.45,Potato
21,69,40,5.68,46.52,0.73,2.16,10.68,33.4,2493.31,9.4,6.91,489,119.92,Barley
146,37,68,7.57,51.96,0.4,2.05,16.87,83.67,584.07,11.72,15.83,1294,264.69,Wheat
154,37,64,6.14,56.65,1.14,1.8,30.53,60.38,1604.99,5.3,10.2,1276,311.94,Rice
45,83,28,5.23,25.41,0.45,2.32,17.08,74.92,1969.6,10.39,12.5,940,78.07,Barley
107,34,72,6.37,52.98,1.35,2.65,35.91,50.05,2328.23,10.77,12.37,1025,128.7,Rice
35,87,11,6.78,43.3,0.69,2.5,20.56,53.05,2195.37,8.52,11.83,1801,332.02,Rice
92,35,54,6.31,57.89,1.39,0.47,18.51,41.45,1798.71,10.3,10.18,2238,201.21,Wheat
51,84,105,8.18,23.6,1.48,2.26,16.99,87.26,1513.67,6.8,4.62,2316,326.43,Wheat
34,80,52,5.64,23.48,1.2,1.4,27.22,32.6,2836.8,4.28,1.23,1946,244.3,Rice
24,26,107,7.15,45.21,1.01,1.07,35.69,53.21,708.99,5.21,13.87,451,310.09,Millet
93,16,10,4.95,56.42,0.39,2.65,22.18,50.08,772.15,5.34,14.41,211,255.99,Cotton
71,65,94,6.07,51.23,1.41,1.72,17.58,78.78,511,11,15.7,239,76.63,Wheat
96,73,70,7.46,46.35,1.21,1.55,22.63,60.1,515.48,11.66,18.69,512,267.31,Cotton
129,29,12,5.4,29.37,0.57,2.38,37.14,40.15,2645.77,7.22,4.09,959,168.35,Rice
125,47,100,6.86,45.89,0.81,1.7,20.04,60.54,1898.27,9.25,17.92,1888,75.33,Rice
146,84,53,5.11,50.05,0.29,2.59,29.67,44.16,2818.26,6.43,5.48,1198,298.35,Rice
26,67,16,4.91,47.66,1.06,0.4,19.89,31.03,2683.22,7.56,11.3,2154,338.36,Wheat
59,25,42,6.59,43.84,0.36,2.35,30.24,62.67,1041.44,8.97,5.93,248,267.04,Wheat
118,60,18,7.2,12.36,1.05,0.58,36.43,51.62,1995.69,10.85,3.64,529,77.59,Rice
104,36,39,4.95,42.99,1.07,0.75,27.96,44.33,1262.43,7.41,1.98,1753,150.89,Sugarcane
84,60,27,8.17,33.91,0.62,0.62,38.42,40.33,2653.29,9.59,7.53,271,159.67,Rice
151,84,65,5.4,58.08,1.43,0.79,28.05,57.22,2255.9,5.99,19.46,698,313.13,Rice
30,25,99,4.98,40.36,1.21,2.22,39.25,82.18,545.75,6.63,9.98,2036,228.74,Millet
127,69,93,5.31,40.41,0.85,2,31.71,75.49,909.21,5.76,1.71,2090,108.51,Millet
45,85,111,5.18,59.7,1.39,0.77,29.58,30.28,2041.22,10.92,13.82,801,65.92,Rice
104,49,114,4.86,14.68,1.31,0.88,34.89,73.87,889.18,4.95,4.83,1996,188.13,Wheat
142,76,40,7.69,23.82,1.1,0.39,10.33,34.36,1695.31,10.16,2.11,933,219.2,Wheat
87,11,81,6.48,42.8,0.4,1.3,17.72,62.88,883.91,9.05,16.06,1543,274.09,Wheat
123,57,72,6.05,25.76,0.85,1.2,16.48,76.8,2111.07,9.2,9.48,2139,279.74,Wheat
99,61,96,8.3,27.31,1.32,0.52,13.33,57.2,410.04,11.02,19.57,175,84.22,Wheat
72,33,59,5.98,54.63,0.99,2.52,38.13,52.6,2219.43,8.25,14.58,632,305.09,Rice
125,87,98,5.17,38.97,0.91,2.57,13.93,86.37,1143.62,4.61,6.48,438,108.9,Sugarcane
63,11,10,5.6,15.14,1.44,0.42,17.89,31.76,1469.86,11.45,19.65,724,206.2,Potato
159,74,119,5.46,25.54,0.22,0.87,20.05,36.36,1554.01,6.7,17.55,1637,61.28,Rice
109,29,91,6.49,13.8,0.22,2.23,28.74,82.22,744.26,4.24,7.01,1938,77.74,Millet
120,43,28,5.67,37.81,1.36,2.62,33.02,83.17,2838.05,8.27,6.52,342,237.15,Rice
116,50,115,6.56,18.66,0.25,0.31,28.14,52.36,200.46,6.87,10.55,2078,238.97,Millet
28,50,73,7.18,52.86,0.63,2.72,32.47,62.41,1243.69,11.29,11.29,1122,197.27,Potato
31,84,62,7.61,38.87,1.4,0.28,22.06,39.86,559.88,8.09,11.99,711,233.68,Potato
88,32,15,7.34,12.97,1.1,1.94,39.87,83.06,1207.79,4.43,5.13,2162,272.76,Rice
47,47,26,5.32,25.04,1.04,0.16,15.1,58.14,491.05,5.9,2.04,1245,267.56,Pulses
75,53,55,4.96,40.82,1.05,2.79,21.99,63.85,1260.38,5.79,11.29,169,268.65,Tomato
118,76,118,6.67,26.77,0.61,1.13,34.97,37.08,742.86,10.11,12.52,1970,124.91,Millet
129,71,81,5.3,35.66,0.89,1.98,17.4,66.89,1750.6,4.53,19.2,1617,266.61,Sugarcane
96,21,115,4.84,55.47,1.02,0.64,32.53,71.75,233.48,6.6,11.33,2014,277.15,Millet
122,39,82,6.61,27.5,0.6,1.03,20.93,47.68,1617.07,9.37,3.97,1054,191.34,Rice
125,74,110,5.81,26.79,1.23,2.27,15.33,83.77,991.74,8.91,6.84,941,184.46,Sugarcane
128,50,64,7.52,50.99,0.62,2.92,22.1,42.23,1100.08,9.18,1.99,330,54,Sugarcane
131,29,100,5.76,25.94,0.29,2.98,33.54,83.84,1193.11,8.47,1.29,1944,314.09,Sugarcane
77,15,109,8.41,13.9,0.46,2.45,13.36,72.2,2027.62,5.41,10.08,337,213.4,Wheat
97,84,15,7.53,19.05,0.73,2.56,25.48,79.85,2321.76,9.39,13.58,2319,211.46,Rice
94,13,79,4.73,57.44,1.38,2.91,32.24,71.95,1123.17,11.61,19.08,1905,285.17,Rice
61,19,118,6.54,56.66,0.74,0.22,32.55,55.71,2789.98,4.33,13.04,1094,204.01,Rice
87,60,77,6.75,21.24,0.32,0.59,21.69,49.89,2289.46,6.89,4.44,142,181.01,Rice
52,47,95,7.28,37.68,0.46,0.25,23.99,74.04,1330.74,6.33,18.24,1360,59.09,Tomato
90,10,49,6.49,16.87,0.91,1.55,35.7,47.89,473.85,5.18,17.72,1483,250.69,Millet
75,17,100,6.43,43.73,0.43,2.88,16.25,33.71,1768.95,6.12,8.74,2122,183.07,Wheat
124,72,110,5.97,19.27,0.28,1.79,39.78,44.82,1918.54,4.2,10.93,713,332.33,Rice
120,42,75,5.59,12.49,1.13,1.71,22.58,75.31,581.66,9.14,10.49,121,303.71,Rice
70,24,18,8.28,51.24,1.22,2.5,18.26,77.59,2585.67,8.9,9.37,671,72.39,Wheat
93,40,20,5.77,26.27,1.31,2.79,10.08,46.6,1268,8.03,7.27,1492,266.71,Maize
140,30,29,4.75,15.43,1.3,2.13,13.75,49.68,626.64,6.51,19.75,1641,243.69,Sugarcane
24,12,52,5.17,51.7,0.69,2.7,32.7,62.96,1658.46,11.81,18.26,1755,299.24,Rice
102,75,112,7.93,48.12,1.15,0.61,29.48,45.72,1381.71,8.95,7.34,1084,343.48,Sugarcane
70,44,67,6.85,44.19,0.96,1.56,17.4,66.37,1998.04,11.1,12.67,2354,192.14,Wheat
29,50,87,7.62,55.56,0.23,1.16,37.81,46.92,683.2,6.45,2.62,892,276.61,Millet
159,68,35,7.74,34.46,0.72,1.06,35.07,37.25,258.14,10.04,15.16,1966,301.68,Millet
23,25,47,7.79,16.4,0.27,0.72,18.08,39.29,1534.09,4.05,17.03,1231,237.24,Wheat
114,65,103,6.7,13.07,0.31,2.69,19.9,45.03,640.16,9.41,9.87,56,98.81,Wheat
99,54,45,5.21,25.92,0.27,1.41,15.54,40.07,638.05,9.99,2.44,1272,89.09,Cotton
55,68,111,5.09,14.34,1.45,1.64,29.28,88.46,2098.19,6.16,12.06,1356,264.53,Rice
44,59,108,6.8,36.78,1.3,0.9,31.03,69.5,924.56,11.98,2.04,1053,343.11,Rice
117,21,64,5.97,10.72,0.77,2.89,21.88,40.76,2551.97,7.99,16.5,676,136.02,Rice
120,21,15,6.73,32.19,0.52,1.87,32.11,55.43,1641.27,6.96,12.12,517,316.4,Rice
28,42,12,6.49,18.92,0.29,0.1,39.75,46.15,1902.63,5.48,17.55,1689,349.4,Rice
80,58,74,6.91,28.41,0.76,0.88,28.36,71.07,1098.54,5.24,8.2,156,137.81,Millet
72,30,73,4.63,43.75,0.98,3,29.48,82.04,826.68,5.65,5.75,1555,94.37,Wheat
82,69,67,4.63,27.55,1.24,2.93,21.22,54.05,645.11,8.29,18.84,2084,150.53,Cotton
140,61,67,7.39,27.07,0.27,1.68,10.32,55.73,2179.83,8.29,18.12,2267,204.35,Wheat
124,63,27,5.27,59.54,0.74,1.74,38.62,53.91,2129.56,8.24,2.25,17,131.27,Rice
23,48,32,7.11,45.94,1.47,2.71,33.17,56.95,1579.49,10.88,17.4,2241,339.27,Rice
112,58,105,6.69,35.69,0.36,2.15,30.87,32.15,2387.67,4.01,18.63,1864,92.1,Rice
47,73,38,8.43,38.97,0.72,2.8,10.89,65.56,2447.26,6.14,9.61,1053,138.03,Wheat
99,35,32,7.84,41.01,0.56,1.49,32.77,87.12,1438.1,11.09,17.96,139,138.33,Rice
95,80,45,6.15,11.23,0.37,2.93,30.1,77.12,2023.23,4.8,9.5,1220,213.73,Rice
135,16,79,6.97,14.01,1.29,1.66,27.07,81.68,2753.89,5.56,2.09,2486,243.17,Rice
88,81,90,4.97,42.46,1.11,1.97,28.71,43.75,428.06,6.61,11.38,1318,62.34,Millet
117,71,91,6.05,28.22,0.74,0.34,37.55,66.43,233.96,10.5,18.78,1786,333.45,Millet
20,33,104,7.44,12.77,0.68,1.87,10.2,83.58,1525.41,8.67,11.15,2497,319.77,Wheat
115,49,15,6.99,24.88,1.28,2.33,14.71,34.12,1128.87,8.45,3.64,263,348.22,Wheat
36,85,43,6.44,16.51,0.32,1.37,36.84,82.64,443.62,11.4,9.35,1456,175.12,Millet
131,56,53,5.21,55.82,0.39,1.56,10.25,33.87,619.35,7.9,3.02,1466,50.46,Wheat
110,17,53,7.71,20.15,1.38,1.24,37.11,88.98,921,11.58,12.12,2398,250.71,Potato
107,63,36,5.59,17.18,1.26,2.91,10.89,35.04,478.31,5.07,12.87,1033,88.95,Cotton
109,18,109,7.78,41.31,1.21,1.48,33.38,52.08,1093.42,7.2,13.62,1380,202.82,Sugarcane
68,12,61,6.95,36.1,1.01,0.47,36.73,33.28,571.84,10.58,2,2236,78.14,Millet
57,63,51,5.99,38.8,0.58,0.18,28.38,33.41,1949.14,5.2,17.11,1696,228.9,Rice
151,30,34,4.66,31.8,1.42,2.34,29.24,81.98,2150.55,5.4,18.42,1598,334.88,Rice
78,57,83,5.43,33.36,0.84,1.69,11.52,33.82,2371.37,7.05,6.45,392,193.65,Barley
87,56,48,8.06,48.94,0.56,0.11,16.33,77.56,2635.34,11.43,15.88,814,72.8,Wheat
149,77,119,7.77,21,0.68,1.21,36.98,84.41,208.67,5.46,10.18,1182,55.79,Millet
68,72,48,6.8,29.83,0.22,2.75,34.71,86.1,693.92,11.64,11.09,212,62.68,Millet
145,25,21,6.37,57.89,0.53,2.85,11.79,81.84,2481.04,9.38,5.61,1858,82.07,Wheat
130,83,20,7.09,19.5,0.44,0.26,34.39,87.31,285.37,7.77,18,522,212.92,Millet
67,14,116,6.36,24.69,0.38,0.46,22.7,33.11,2063.24,4.14,19.21,344,85.66,Rice
70,20,12,7.08,19.58,0.24,0.11,26.82,89.8,706.12,8.2,13.44,2364,127.18,Millet
62,38,31,5.73,11.02,0.49,2.62,13.25,31.23,1618,7.33,3.88,1123,141.18,Potato
117,88,13,7.85,23.49,0.33,0.31,21.96,39.99,2894.46,10.33,11.16,1964,62.26,Rice
143,79,17,7.31,12.32,0.26,0.41,23.05,34.86,2016.36,8.47,6.75,1725,149.75,Rice
99,57,23,5.82,17.73,0.38,0.76,30.08,74.64,1231.02,11.79,9.57,1446,105.63,Maize
130,24,93,7.82,28.13,0.46,2.76,29.73,35.22,2129.21,4.9,13.82,897,80.77,Rice
46,43,97,6.45,11.04,0.74,2.1,26.47,47.56,215.57,11.32,2.34,1226,330.74,Millet
132,69,23,5.2,47.65,0.96,1.89,10.94,68.28,2861.4,7.04,4.86,75,255.73,Sugarcane
105,71,101,4.81,49.78,0.62,2.38,14.85,59.88,1164.45,8.06,15.25,1667,125.97,Sugarcane
133,11,25,7.3,30.57,0.38,2.11,14.81,38.17,2944.33,10.83,1.73,532,143.24,Wheat
143,89,41,7.96,59.23,1.42,2.26,36.63,61.29,2093.96,9.48,12.44,2341,198.24,Rice
68,28,73,7.73,43.95,0.87,0.31,37.05,50.44,1004.58,11.57,6.08,674,328.14,Tomato
95,58,85,7.12,47.19,1.16,1.81,34.19,65.16,1922.75,11.88,18.15,2171,85.64,Rice
74,87,25,5.07,19.62,1.1,2.28,15.25,62.31,1264.7,9.13,16.83,1881,250.83,Potato
75,37,61,4.88,51.87,0.57,1.74,35.2,89.37,1999.83,8.48,18.47,296,325.69,Rice
114,57,28,5.88,57.25,0.93,0.13,15.63,81.81,2413.85,6.02,2.78,1120,228.31,Sugarcane
63,46,78,7.92,21.82,0.98,0.71,26.64,30.22,1518.23,6.2,19.9,1228,303.91,Rice
106,83,21,8.35,44.32,0.66,2.89,32.02,40.56,821.93,6.03,3.73,1560,246.05,Barley
103,58,102,5.47,47.35,1.07,2.14,11.55,84.79,2948.07,10.28,17.53,1275,79.48,Sugarcane
35,57,14,7.55,25.26,1.23,2.1,27.94,62.37,1355.41,8.92,8.14,881,205.58,Maize
56,82,51,6.8,33.75,0.67,2.01,17.53,75.57,693.89,9.89,19.15,63,60.92,Wheat
96,38,26,4.63,14.88,0.22,0.47,24.94,60.21,2269.8,10.53,1.02,1163,204.63,Rice
64,69,81,6.67,18.65,0.65,0.11,21.52,77.15,2034.78,11.15,14.09,30,211.26,Rice
81,38,113,7.72,13.08,0.35,1.38,30.6,37.97,2486.47,5.18,19.92,158,269.49,Rice
119,67,113,5.6,38.01,0.4,1.39,24.68,74.27,204.69,11,14.18,801,61.22,Cotton
71,57,103,8.09,41.26,0.68,2.45,19.05,82.18,1172.48,9.17,14.42,1529,159.61,Wheat
38,32,19,5.45,55.81,0.47,0.63,37.31,45.94,1080.68,11.34,13.68,218,272.22,Wheat
128,36,93,4.81,37.11,1.42,0.9,38.77,52.1,2786.75,11.43,19.61,1428,180.71,Rice
63,16,118,5.14,23.03,1.05,0.33,34.06,65.43,1179.07,7.41,14.63,1044,308.56,Potato
26,58,25,7.85,12.97,0.87,1.26,27.42,82.09,1676.25,9.71,10.44,768,250.91,Rice
136,63,114,6.17,54.25,0.21,0.84,36.53,84.47,209.87,10.61,5.71,1820,244.04,Millet
87,77,25,7.69,33.94,0.33,0.86,28.05,62.07,2462.81,6.06,15.76,462,158.22,Rice
53,87,51,6.62,46.87,1.23,0.84,14.46,69.48,519.14,7.89,4.06,196,114.29,Wheat
88,51,12,6.42,10.73,0.71,0.77,10.52,82.37,2670.53,6.07,2.18,726,262.09,Wheat
74,83,32,7.73,34.41,0.26,1.03,31.78,43.88,2258.31,4.71,15.5,1203,123.5,Rice
29,68,95,6.19,26.29,1.27,1.66,32.57,79.51,1757.89,9.58,8.01,1645,314.05,Rice
61,53,37,7.71,11.52,0.59,1.37,37.77,45.71,2297.44,8.58,5.03,2305,328.66,Rice
60,35,119,4.9,48.78,0.7,0.28,34.73,64.86,2420.09,7.2,15.57,67,251.18,Rice
141,32,54,7.05,35.65,1.47,1.33,29.19,86.08,2304.87,5.7,17.49,1153,52.85,Rice
157,82,109,7.31,26.66,0.22,2.55,15.71,60.69,2050.51,5.52,3,219,317.01,Wheat
29,17,77,8.1,50.29,1.14,0.39,27.82,35.6,2665.93,6.24,8.88,578,95.47,Rice
121,62,111,5.4,32.35,1.43,2.84,23.04,83.75,1384.46,11.86,1.45,2269,202.05,Sugarcane
147,23,33,6.92,10.17,0.28,0.99,16.96,65.1,1785.27,11.7,16.73,422,74.02,Wheat
155,80,28,6.23,57.22,1.33,0.14,33.97,34.27,2914.26,10.76,1.16,1530,254.28,Rice
111,16,84,6.03,22.78,0.74,0.83,14.49,30.63,1242.29,4.55,8.42,1992,189.61,Wheat
132,18,49,4.93,51.53,1.34,0.3,28.91,45.68,2302.57,10.65,18.15,2451,339.79,Rice
97,12,55,5.04,50.82,0.6,1.74,28.32,37.22,1297.05,10.05,12.08,1447,154.53,Barley
104,87,49,7.85,18.12,1.48,1.02,19.11,67.71,1516.48,11.51,16.25,720,58.87,Wheat
49,26,71,7.5,33.7,1.04,2.44,22.88,65.8,1139.77,7.73,3.56,296,348.79,Wheat
68,53,119,6.03,12.01,1.02,2.22,13.5,80.45,628.61,8.12,3.18,915,80.63,Wheat
28,55,112,7.81,27.73,1.25,1.46,10.77,60.8,2922.17,8.54,7.73,845,240.54,Wheat
88,67,27,4.82,46.55,0.77,1.73,10.39,45.19,1452.46,8.37,13.79,653,196.36,Wheat
77,37,21,7,21.85,0.54,1.87,15.23,33.02,982.17,6.51,4.1,316,76.1,Wheat
81,23,23,7.97,15.86,0.54,0.89,36.01,30.63,2009.59,5.29,2.25,554,256.34,Rice
71,18,91,7.86,35.36,0.63,0.5,25.68,85.55,510.6,9.69,19.54,1401,55.83,Millet
59,35,70,5.99,36.85,1,1.19,13.51,38.67,1721.54,11.3,6.52,1143,274.09,Potato
82,11,117,7.48,43.79,1.29,0.38,37.16,59.95,1807.53,9.33,12.86,200,182,Rice
69,84,115,6.21,47.96,0.85,1.01,27.07,77.69,748.67,10.63,13.53,655,246.8,Millet
97,43,21,7.86,44.79,0.72,1.7,10.84,85.72,2886.92,8.17,1.73,454,240.53,Wheat
116,28,113,6.62,52.27,1.23,1.67,32.88,42.1,1865.1,8.04,11.75,1835,290.96,Rice
62,48,36,7.56,21.15,0.58,0.45,24.2,43.92,823.33,11.88,4.81,861,182.92,Pulses
55,22,15,4.81,38.49,1.1,0.12,25.99,40.78,2533.63,11.96,2.71,59,163.19,Rice
141,14,97,6.86,28,0.34,0.36,28.4,39.54,1059.71,8.87,8.54,2491,236.95,Sugarcane
127,59,42,6.7,58.11,0.35,0.2,12.83,57.3,2243.75,6.97,16.06,921,312.45,Wheat
29,32,118,6.94,32.01,1.04,1.26,38.43,68.15,1959.45,6.98,19.41,751,141.52,Rice
114,38,89,7.28,57.99,0.31,1.23,17.66,72.38,647.11,9.37,10.41,1190,306.67,Wheat
25,81,59,8.17,48.45,0.4,0.8,28.65,49.63,464.53,5.79,17.86,2355,324.6,Millet
76,35,21,7.64,45.92,1.01,0.72,35.67,67.43,1901.03,11.84,18.96,954,63.93,Rice
148,88,104,5.38,34.58,0.77,1.25,19.96,30.14,2071.25,9.7,9.42,1241,141.53,Sugarcane
90,66,66,7.8,32.17,0.93,0.35,28.83,83.3,566.96,5.29,3.76,422,172.37,Millet
40,10,110,4.99,36.33,1.47,0.72,39.67,82.19,683.61,6.91,6.89,1637,88.57,Millet
111,37,62,6.99,24.68,1.02,1.28,35.55,62.65,340.25,5.79,8.36,977,348.05,Millet
146,71,22,8.03,55.23,0.97,0.38,33.38,44.6,576.6,4.69,9.64,283,149.64,Millet
99,56,81,4.9,49.72,0.69,2.54,23.18,88.33,1846.62,9.16,13.25,1960,225.02,Rice
75,87,111,7.9,50.07,1.02,2.06,23.54,78.64,761.78,4.84,13.26,551,301.7,Rice
135,68,12,7.69,31.66,0.22,1.21,24.57,31.02,1008.25,7.17,11.32,252,234.19,Sugarcane
44,40,73,6.52,13.55,0.92,0.54,30.71,58.18,1754.7,9.36,5.34,1684,208.41,Rice
24,79,93,5.74,44.15,0.29,0.66,14.33,36.12,1359.6,5.29,7.91,2107,319.96,Potato
139,58,67,6.12,28.72,0.49,0.45,35.83,37.93,2566.63,11.07,8.86,1099,233.71,Rice
40,14,13,8.37,53.52,0.93,0.56,10.54,30.08,1798.97,5.48,13.61,2244,290.96,Wheat
37,40,117,5.31,49.02,1.07,1.33,15.1,71.26,569.78,8.89,3.69,1473,248.67,Pulses
76,46,54,6.82,17.27,0.7,0.81,24.45,45.15,1276.1,11.39,5.59,778,103.68,Wheat
112,88,75,4.83,40.09,0.74,2.67,17.56,48.29,924.54,4.76,6.39,1825,258.18,Wheat
38,24,45,5.37,44.61,0.85,2.89,20.97,32.82,925.16,4.84,10.85,2434,285.4,Pulses
147,61,32,7.55,38.41,1.19,2.1,19.98,30.48,918.11,5.01,15.39,1717,301.84,Wheat
116,78,118,5.71,35.7,0.22,2.45,18.07,77.56,1371.46,6.86,17.04,854,52.97,Sugarcane
150,20,28,8.44,21.39,0.78,0.84,21.41,69.68,569.78,9.37,15.1,305,166.94,Rice
40,52,49,6.5,21.8,0.22,2.03,25.16,52.94,906.7,8.31,15.22,185,180.07,Potato
